commodity,report_begin_date,average_price
Blackberries,09/29/2020,15.625
Blackberries,09/29/2020,30
Blackberries,09/29/2020,24.5
Blueberries,09/29/2020,41
Blueberries,09/29/2020,19.25
Blueberries,09/29/2020,41
Raspberries,09/29/2020,30
Raspberries,09/29/2020,37
Strawberries,09/29/2020,40.375
Strawberries,09/29/2020,33.625
Blackberries,09/28/2020,15.625
Blackberries,09/28/2020,30
Blackberries,09/28/2020,24.5
Blueberries,09/28/2020,41
Blueberries,09/28/2020,41
Blueberries,09/28/2020,19.25
Raspberries,09/28/2020,37
Raspberries,09/28/2020,30
Strawberries,09/28/2020,40.375
Strawberries,09/28/2020,33.625
Blackberries,09/25/2020,30
Blackberries,09/25/2020,15.625
Blackberries,09/25/2020,24.5
Blueberries,09/25/2020,30.625
Blueberries,09/25/2020,36
Blueberries,09/25/2020,30.75
Blueberries,09/25/2020,19.25
Raspberries,09/25/2020,26.625
Raspberries,09/25/2020,30.625
Strawberries,09/25/2020,41.375
Strawberries,09/25/2020,8
Strawberries,09/25/2020,33.625
Strawberries,09/25/2020,17.5
Blackberries,09/24/2020,24.5
Blackberries,09/24/2020,15.625
Blackberries,09/24/2020,30
Blueberries,09/24/2020,30.625
Blueberries,09/24/2020,19.25
Blueberries,09/24/2020,36
Blueberries,09/24/2020,30.75
Raspberries,09/24/2020,26.625
Raspberries,09/24/2020,30.625
Strawberries,09/24/2020,33.625
Strawberries,09/24/2020,17.5
Strawberries,09/24/2020,41.375
Blackberries,09/23/2020,30
Blackberries,09/23/2020,15.625
Blackberries,09/23/2020,24.5
Blueberries,09/23/2020,36
Blueberries,09/23/2020,30.75
Blueberries,09/23/2020,19.25
Blueberries,09/23/2020,30.625
Raspberries,09/23/2020,30.625
Raspberries,09/23/2020,26.625
Strawberries,09/23/2020,17
Strawberries,09/23/2020,33.625
Strawberries,09/23/2020,41.375
Blackberries,09/22/2020,30
Blackberries,09/22/2020,15.625
Blackberries,09/22/2020,24.5
Blueberries,09/22/2020,30.625
Blueberries,09/22/2020,36
Blueberries,09/22/2020,30.75
Blueberries,09/22/2020,19.25
Raspberries,09/22/2020,30.625
Raspberries,09/22/2020,26.625
Strawberries,09/22/2020,41.375
Strawberries,09/22/2020,21
Strawberries,09/22/2020,33.625
Blackberries,09/21/2020,11.5
Blackberries,09/21/2020,15
Blackberries,09/21/2020,30
Blackberries,09/21/2020,24.5
Blueberries,09/21/2020,36
Blueberries,09/21/2020,30.75
Blueberries,09/21/2020,19.25
Blueberries,09/21/2020,30.625
Raspberries,09/21/2020,26.625
Raspberries,09/21/2020,30.625
Strawberries,09/21/2020,21
Strawberries,09/21/2020,33.625
Strawberries,09/21/2020,41.375
Blackberries,09/18/2020,24.5
Blackberries,09/18/2020,11.5
Blackberries,09/18/2020,14.5
Blackberries,09/18/2020,30
Blueberries,09/18/2020,33
Blueberries,09/18/2020,21.875
Blueberries,09/18/2020,30.625
Blueberries,09/18/2020,19.25
Blueberries,09/18/2020,30.75
Blueberries,09/18/2020,12
Raspberries,09/18/2020,30.625
Raspberries,09/18/2020,26.625
Strawberries,09/18/2020,21
Strawberries,09/18/2020,35.375
Strawberries,09/18/2020,24.5
Blackberries,09/17/2020,11.5
Blackberries,09/17/2020,24.5
Blackberries,09/17/2020,14.5
Blackberries,09/17/2020,30
Blueberries,09/17/2020,32
Blueberries,09/17/2020,30.625
Blueberries,09/17/2020,19.25
Blueberries,09/17/2020,30.75
Blueberries,09/17/2020,12
Blueberries,09/17/2020,21.875
Raspberries,09/17/2020,30.625
Raspberries,09/17/2020,26.625
Strawberries,09/17/2020,21
Strawberries,09/17/2020,33
Strawberries,09/17/2020,23.375
Blackberries,09/16/2020,14.5
Blackberries,09/16/2020,30
Blackberries,09/16/2020,24.5
Blackberries,09/16/2020,11.5
Blueberries,09/16/2020,32.375
Blueberries,09/16/2020,30.75
Blueberries,09/16/2020,30.625
Blueberries,09/16/2020,12
Blueberries,09/16/2020,19.25
Blueberries,09/16/2020,21.875
Raspberries,09/16/2020,30.625
Raspberries,09/16/2020,26.625
Strawberries,09/16/2020,21
Strawberries,09/16/2020,20.125
Strawberries,09/16/2020,33
Blackberries,09/15/2020,11.5
Blackberries,09/15/2020,14.5
Blackberries,09/15/2020,24.5
Blackberries,09/15/2020,30
Blueberries,09/15/2020,30.75
Blueberries,09/15/2020,32.375
Blueberries,09/15/2020,19.25
Blueberries,09/15/2020,30.625
Blueberries,09/15/2020,12
Blueberries,09/15/2020,21.875
Raspberries,09/15/2020,30.625
Raspberries,09/15/2020,27.125
Strawberries,09/15/2020,20.125
Strawberries,09/15/2020,21
Strawberries,09/15/2020,27.25
Strawberries,09/15/2020,10.5
Blackberries,09/14/2020,24.5
Blackberries,09/14/2020,14.5
Blackberries,09/14/2020,30
Blackberries,09/14/2020,11.5
Blueberries,09/14/2020,30.75
Blueberries,09/14/2020,30.625
Blueberries,09/14/2020,32.375
Blueberries,09/14/2020,12
Blueberries,09/14/2020,21.875
Blueberries,09/14/2020,19.25
Raspberries,09/14/2020,27.125
Raspberries,09/14/2020,30.625
Strawberries,09/14/2020,20.125
Strawberries,09/14/2020,27.25
Strawberries,09/14/2020,10.5
Strawberries,09/14/2020,21
Blackberries,09/11/2020,24.5
Blackberries,09/11/2020,12
Blackberries,09/11/2020,30
Blackberries,09/11/2020,14.5
Blueberries,09/11/2020,32.375
Blueberries,09/11/2020,19.25
Blueberries,09/11/2020,30.625
Blueberries,09/11/2020,21.875
Blueberries,09/11/2020,30.75
Raspberries,09/11/2020,30.625
Raspberries,09/11/2020,27.125
Strawberries,09/11/2020,21
Strawberries,09/11/2020,27.25
Strawberries,09/11/2020,10.5
Strawberries,09/11/2020,20.125
Blackberries,09/10/2020,24.5
Blackberries,09/10/2020,30
Blackberries,09/10/2020,12
Blackberries,09/10/2020,14.5
Blueberries,09/10/2020,32.375
Blueberries,09/10/2020,30.75
Blueberries,09/10/2020,19.25
Blueberries,09/10/2020,30.625
Blueberries,09/10/2020,21.875
Raspberries,09/10/2020,27.125
Raspberries,09/10/2020,30.625
Strawberries,09/10/2020,21
Strawberries,09/10/2020,27.25
Strawberries,09/10/2020,20.125
Blackberries,09/09/2020,24.5
Blackberries,09/09/2020,14.5
Blackberries,09/09/2020,12
Blackberries,09/09/2020,30
Blueberries,09/09/2020,21.875
Blueberries,09/09/2020,32.375
Blueberries,09/09/2020,30.75
Blueberries,09/09/2020,19.25
Blueberries,09/09/2020,30.625
Raspberries,09/09/2020,27.125
Raspberries,09/09/2020,30.625
Strawberries,09/09/2020,20.125
Strawberries,09/09/2020,27.25
Blackberries,09/08/2020,30
Blackberries,09/08/2020,24.5
Blackberries,09/08/2020,12
Blackberries,09/08/2020,15
Blueberries,09/08/2020,34.375
Blueberries,09/08/2020,21.875
Blueberries,09/08/2020,30.75
Blueberries,09/08/2020,30.625
Blueberries,09/08/2020,19.25
Raspberries,09/08/2020,27.125
Raspberries,09/08/2020,32
Strawberries,09/08/2020,20.125
Strawberries,09/08/2020,27.25
Blackberries,09/04/2020,12
Blackberries,09/04/2020,30
Blackberries,09/04/2020,24.5
Blueberries,09/04/2020,30.75
Blueberries,09/04/2020,36
Blueberries,09/04/2020,19.25
Blueberries,09/04/2020,30.625
Blueberries,09/04/2020,21.875
Raspberries,09/04/2020,11
Raspberries,09/04/2020,32
Raspberries,09/04/2020,27.125
Strawberries,09/04/2020,27.25
Strawberries,09/04/2020,9.5
Strawberries,09/04/2020,20
Blueberries,09/03/2020,21.875
Blueberries,09/03/2020,36
Blueberries,09/03/2020,30.75
Blackberries,09/03/2020,24.5
Blackberries,09/03/2020,30
Blackberries,09/03/2020,12
Blueberries,09/03/2020,19.25
Blueberries,09/03/2020,30.625
Raspberries,09/03/2020,32
Raspberries,09/03/2020,11
Raspberries,09/03/2020,27.125
Strawberries,09/03/2020,9.5
Strawberries,09/03/2020,27.25
Strawberries,09/03/2020,20
Blueberries,09/02/2020,30.75
Blueberries,09/02/2020,36
Blueberries,09/02/2020,30.625
Blackberries,09/02/2020,24.5
Blackberries,09/02/2020,30
Blueberries,09/02/2020,21.875
Blueberries,09/02/2020,19.25
Raspberries,09/02/2020,32
Raspberries,09/02/2020,27.125
Raspberries,09/02/2020,11
Strawberries,09/02/2020,27.25
Strawberries,09/02/2020,20
Strawberries,09/02/2020,7.75
Blackberries,09/01/2020,30
Blackberries,09/01/2020,24.5
Blueberries,09/01/2020,30.75
Blueberries,09/01/2020,36
Blueberries,09/01/2020,21.875
Blueberries,09/01/2020,19.25
Blueberries,09/01/2020,30.625
Raspberries,09/01/2020,11
Raspberries,09/01/2020,32
Raspberries,09/01/2020,27.25
Strawberries,09/01/2020,8
Strawberries,09/01/2020,20
Strawberries,09/01/2020,27.25
Blackberries,08/31/2020,30
Blackberries,08/31/2020,24.5
Blueberries,08/31/2020,21.875
Blueberries,08/31/2020,36.5
Blueberries,08/31/2020,30.75
Blueberries,08/31/2020,19.25
Blueberries,08/31/2020,30.625
Raspberries,08/31/2020,32
Raspberries,08/31/2020,11
Raspberries,08/31/2020,27.25
Strawberries,08/31/2020,8
Strawberries,08/31/2020,20
Strawberries,08/31/2020,27.25
Blackberries,08/28/2020,24.5
Blackberries,08/28/2020,30
Blueberries,08/28/2020,19.25
Blueberries,08/28/2020,30.625
Blueberries,08/28/2020,21.875
Blueberries,08/28/2020,30.625
Raspberries,08/28/2020,11
Raspberries,08/28/2020,32
Raspberries,08/28/2020,27.25
Strawberries,08/28/2020,27.25
Strawberries,08/28/2020,19.75
Blackberries,08/27/2020,30
Blackberries,08/27/2020,24.5
Blueberries,08/27/2020,21.875
Blueberries,08/27/2020,30.625
Blueberries,08/27/2020,30.625
Blueberries,08/27/2020,19.25
Raspberries,08/27/2020,11
Raspberries,08/27/2020,27.25
Raspberries,08/27/2020,32
Strawberries,08/27/2020,27.25
Strawberries,08/27/2020,19.75
Blackberries,08/26/2020,28.375
Blackberries,08/26/2020,24.5
Blueberries,08/26/2020,21.875
Blueberries,08/26/2020,30.625
Blueberries,08/26/2020,30.625
Blueberries,08/26/2020,19.25
Raspberries,08/26/2020,11
Raspberries,08/26/2020,32
Raspberries,08/26/2020,27.25
Strawberries,08/26/2020,27.25
Strawberries,08/26/2020,19.75
Strawberries,08/26/2020,9
Blackberries,08/25/2020,28.375
Blackberries,08/25/2020,24.5
Blueberries,08/25/2020,21.875
Blueberries,08/25/2020,31
Blueberries,08/25/2020,19.25
Blueberries,08/25/2020,31
Raspberries,08/25/2020,11
Raspberries,08/25/2020,27.25
Raspberries,08/25/2020,32
Strawberries,08/25/2020,27.25
Strawberries,08/25/2020,20.125
Blackberries,08/24/2020,28.375
Blackberries,08/24/2020,24.5
Blueberries,08/24/2020,24.625
Blueberries,08/24/2020,21.875
Blueberries,08/24/2020,31
Blueberries,08/24/2020,29
Blueberries,08/24/2020,19.25
Raspberries,08/24/2020,11
Raspberries,08/24/2020,32.125
Raspberries,08/24/2020,27.25
Strawberries,08/24/2020,20.125
Strawberries,08/24/2020,23.75
Blackberries,08/21/2020,28.375
Blackberries,08/21/2020,24.5
Blueberries,08/21/2020,28.375
Blueberries,08/21/2020,21.875
Blueberries,08/21/2020,24.625
Blueberries,08/21/2020,31
Blueberries,08/21/2020,19.25
Raspberries,08/21/2020,33.75
Raspberries,08/21/2020,29.625
Strawberries,08/21/2020,20.125
Strawberries,08/21/2020,23.75
Blackberries,08/20/2020,28.375
Blackberries,08/20/2020,24.5
Blueberries,08/20/2020,21.875
Blueberries,08/20/2020,24.625
Blueberries,08/20/2020,19.25
Blueberries,08/20/2020,27.75
Raspberries,08/20/2020,29.625
Raspberries,08/20/2020,34.25
Strawberries,08/20/2020,22
Strawberries,08/20/2020,23.75
Blackberries,08/19/2020,24.5
Blackberries,08/19/2020,28.375
Blueberries,08/19/2020,21.875
Blueberries,08/19/2020,19.25
Blueberries,08/19/2020,27.75
Blueberries,08/19/2020,24.625
Raspberries,08/19/2020,34.25
Raspberries,08/19/2020,29.625
Strawberries,08/19/2020,23.75
Strawberries,08/19/2020,22
Blackberries,08/18/2020,24.5
Blackberries,08/18/2020,28.375
Blueberries,08/18/2020,24.625
Blueberries,08/18/2020,21.875
Blueberries,08/18/2020,27.75
Blueberries,08/18/2020,19.25
Raspberries,08/18/2020,34.25
Raspberries,08/18/2020,29.625
Strawberries,08/18/2020,22
Strawberries,08/18/2020,23.75
Strawberries,08/18/2020,11.5
Blackberries,08/17/2020,27.375
Blackberries,08/17/2020,24.25
Blueberries,08/17/2020,21.75
Blueberries,08/17/2020,21.875
Blueberries,08/17/2020,25.5
Blueberries,08/17/2020,37
Raspberries,08/17/2020,34.25
Raspberries,08/17/2020,29.625
Strawberries,08/17/2020,22
Strawberries,08/17/2020,23.75
Strawberries,08/17/2020,11.5
Blackberries,08/14/2020,27.375
Blackberries,08/14/2020,24.25
Blueberries,08/14/2020,21
Blueberries,08/14/2020,37
Blueberries,08/14/2020,21.75
Blueberries,08/14/2020,26.375
Raspberries,08/14/2020,32.5
Raspberries,08/14/2020,36.875
Strawberries,08/14/2020,13
Strawberries,08/14/2020,29.25
Strawberries,08/14/2020,22.875
Blackberries,08/13/2020,24.25
Blackberries,08/13/2020,27.375
Blueberries,08/13/2020,26.375
Blueberries,08/13/2020,37
Blueberries,08/13/2020,21
Blueberries,08/13/2020,21.75
Raspberries,08/13/2020,36.875
Raspberries,08/13/2020,32.5
Strawberries,08/13/2020,29.25
Strawberries,08/13/2020,13
Strawberries,08/13/2020,22.875
Blackberries,08/12/2020,24.25
Blackberries,08/12/2020,27.375
Blueberries,08/12/2020,21
Blueberries,08/12/2020,37
Blueberries,08/12/2020,26.375
Blueberries,08/12/2020,18.75
Raspberries,08/12/2020,36.875
Raspberries,08/12/2020,32.5
Strawberries,08/12/2020,29.25
Strawberries,08/12/2020,22.875
Blackberries,08/11/2020,27.375
Blackberries,08/11/2020,24.25
Blueberries,08/11/2020,21
Blueberries,08/11/2020,18.75
Blueberries,08/11/2020,37
Blueberries,08/11/2020,26.375
Raspberries,08/11/2020,32.5
Raspberries,08/11/2020,36.875
Strawberries,08/11/2020,29.25
Strawberries,08/11/2020,22.875
Blackberries,08/10/2020,27.375
Blackberries,08/10/2020,24.25
Blueberries,08/10/2020,37
Blueberries,08/10/2020,26.375
Blueberries,08/10/2020,18.75
Raspberries,08/10/2020,32.5
Raspberries,08/10/2020,36.875
Strawberries,08/10/2020,29.25
Strawberries,08/10/2020,22.875
Blackberries,08/07/2020,30
Blackberries,08/07/2020,25
Blackberries,08/07/2020,13
Blueberries,08/07/2020,26.375
Blueberries,08/07/2020,37
Blueberries,08/07/2020,18.75
Raspberries,08/07/2020,32.5
Raspberries,08/07/2020,36.875
Strawberries,08/07/2020,32.875
Strawberries,08/07/2020,25.75
Blackberries,08/06/2020,30
Blackberries,08/06/2020,25
Blackberries,08/06/2020,13
Blueberries,08/06/2020,18.75
Blueberries,08/06/2020,26.375
Blueberries,08/06/2020,37
Raspberries,08/06/2020,32.5
Raspberries,08/06/2020,36.875
Strawberries,08/06/2020,33.875
Strawberries,08/06/2020,25.75
Blackberries,08/05/2020,30
Blackberries,08/05/2020,25
Blackberries,08/05/2020,13
Blueberries,08/05/2020,26.375
Blueberries,08/05/2020,18.75
Blueberries,08/05/2020,37
Raspberries,08/05/2020,36.875
Raspberries,08/05/2020,32.5
Strawberries,08/05/2020,26.25
Strawberries,08/05/2020,33.875
Blackberries,08/04/2020,30
Blackberries,08/04/2020,25
Blackberries,08/04/2020,13
Blueberries,08/04/2020,37
Blueberries,08/04/2020,26.375
Blueberries,08/04/2020,18.75
Raspberries,08/04/2020,36.875
Raspberries,08/04/2020,32.5
Strawberries,08/04/2020,26.25
Strawberries,08/04/2020,33.875
Blackberries,08/03/2020,13
Blackberries,08/03/2020,25
Blackberries,08/03/2020,30
Blueberries,08/03/2020,37
Blueberries,08/03/2020,25.75
Blueberries,08/03/2020,26.375
Raspberries,08/03/2020,36.875
Raspberries,08/03/2020,32.5
Strawberries,08/03/2020,26.25
Strawberries,08/03/2020,33.875
Blackberries,07/31/2020,30.5
Blackberries,07/31/2020,25
Blackberries,07/31/2020,13
Blueberries,07/31/2020,26.375
Blueberries,07/31/2020,25.75
Blueberries,07/31/2020,37
Raspberries,07/31/2020,36.875
Raspberries,07/31/2020,32.5
Strawberries,07/31/2020,34.25
Strawberries,07/31/2020,26.25
Blackberries,07/30/2020,25
Blackberries,07/30/2020,28.375
Blackberries,07/30/2020,13
Blueberries,07/30/2020,25.75
Blueberries,07/30/2020,26.375
Blueberries,07/30/2020,37
Raspberries,07/30/2020,32.5
Raspberries,07/30/2020,36.875
Strawberries,07/30/2020,26.25
Strawberries,07/30/2020,34.25
Blackberries,07/29/2020,27.25
Blackberries,07/29/2020,25
Blackberries,07/29/2020,13
Blueberries,07/29/2020,37
Blueberries,07/29/2020,26.375
Blueberries,07/29/2020,25.75
Raspberries,07/29/2020,32.5
Raspberries,07/29/2020,36.875
Strawberries,07/29/2020,34.25
Strawberries,07/29/2020,26.75
Blackberries,07/28/2020,25.5
Blackberries,07/28/2020,27.25
Blackberries,07/28/2020,13
Blueberries,07/28/2020,26.375
Blueberries,07/28/2020,25.75
Blueberries,07/28/2020,37
Raspberries,07/28/2020,36.875
Raspberries,07/28/2020,33.875
Strawberries,07/28/2020,30.125
Strawberries,07/28/2020,26.75
Blackberries,07/27/2020,27.25
Blackberries,07/27/2020,13
Blackberries,07/27/2020,25.5
Blueberries,07/27/2020,26.375
Blueberries,07/27/2020,37
Blueberries,07/27/2020,25.75
Raspberries,07/27/2020,36.875
Raspberries,07/27/2020,33.875
Strawberries,07/27/2020,26.75
Strawberries,07/27/2020,30.125
Blackberries,07/24/2020,27.25
Blackberries,07/24/2020,25.5
Blueberries,07/24/2020,37
Blueberries,07/24/2020,41
Blueberries,07/24/2020,27
Blueberries,07/24/2020,29.5
Raspberries,07/24/2020,36.875
Raspberries,07/24/2020,33.875
Strawberries,07/24/2020,31.75
Strawberries,07/24/2020,27.25
Blackberries,07/23/2020,27.25
Blackberries,07/23/2020,25.5
Blueberries,07/23/2020,37
Blueberries,07/23/2020,41
Blueberries,07/23/2020,27
Blueberries,07/23/2020,29.5
Raspberries,07/23/2020,33.875
Raspberries,07/23/2020,36.875
Strawberries,07/23/2020,31.75
Strawberries,07/23/2020,27.25
Blackberries,07/22/2020,25
Blackberries,07/22/2020,27.25
Blueberries,07/22/2020,29.5
Blueberries,07/22/2020,41
Blueberries,07/22/2020,27
Blueberries,07/22/2020,37
Raspberries,07/22/2020,32.75
Raspberries,07/22/2020,29.5
Strawberries,07/22/2020,28.75
Strawberries,07/22/2020,26.5
Blackberries,07/21/2020,15.5
Blackberries,07/21/2020,25
Blackberries,07/21/2020,15.5
Blackberries,07/21/2020,27.25
Blueberries,07/21/2020,37
Blueberries,07/21/2020,41
Blueberries,07/21/2020,29.5
Blueberries,07/21/2020,27
Raspberries,07/21/2020,25
Raspberries,07/21/2020,32.75
Strawberries,07/21/2020,28.75
Strawberries,07/21/2020,26.5
Blackberries,07/20/2020,27.25
Blackberries,07/20/2020,25
Blackberries,07/20/2020,15.5
Blackberries,07/20/2020,15.5
Blueberries,07/20/2020,37
Blueberries,07/20/2020,27
Blueberries,07/20/2020,41
Blueberries,07/20/2020,29.5
Raspberries,07/20/2020,25
Raspberries,07/20/2020,31.875
Strawberries,07/20/2020,24
Strawberries,07/20/2020,27.25
Blackberries,07/17/2020,15.5
Blackberries,07/17/2020,27.25
Blackberries,07/17/2020,15.5
Blueberries,07/17/2020,37
Blueberries,07/17/2020,27
Blueberries,07/17/2020,41
Blueberries,07/17/2020,29.5
Raspberries,07/17/2020,31.875
Raspberries,07/17/2020,25
Strawberries,07/17/2020,27.25
Strawberries,07/17/2020,24
Blackberries,07/16/2020,27.25
Blackberries,07/16/2020,15.5
Blackberries,07/16/2020,15.5
Blueberries,07/16/2020,37
Blueberries,07/16/2020,41
Blueberries,07/16/2020,29.5
Blueberries,07/16/2020,27
Raspberries,07/16/2020,31.875
Raspberries,07/16/2020,25
Strawberries,07/16/2020,26.25
Strawberries,07/16/2020,23.5
Blackberries,07/15/2020,15.5
Blackberries,07/15/2020,27.25
Blackberries,07/15/2020,15.5
Blueberries,07/15/2020,29.5
Blueberries,07/15/2020,37
Blueberries,07/15/2020,41
Blueberries,07/15/2020,27
Raspberries,07/15/2020,31.875
Raspberries,07/15/2020,25
Strawberries,07/15/2020,26.25
Strawberries,07/15/2020,23.5
Blackberries,07/14/2020,16.5
Blackberries,07/14/2020,27.25
Blueberries,07/14/2020,37
Blueberries,07/14/2020,29.5
Blueberries,07/14/2020,41
Blueberries,07/14/2020,27
Raspberries,07/14/2020,25
Raspberries,07/14/2020,31.875
Strawberries,07/14/2020,24.5
Strawberries,07/14/2020,22.875
Blackberries,07/13/2020,27.25
Blackberries,07/13/2020,16.5
Blueberries,07/13/2020,41
Blueberries,07/13/2020,37
Blueberries,07/13/2020,30.25
Blueberries,07/13/2020,29.5
Raspberries,07/13/2020,31.875
Raspberries,07/13/2020,25
Strawberries,07/13/2020,23.25
Strawberries,07/13/2020,31
Blackberries,07/10/2020,19.125
Blackberries,07/10/2020,27.25
Blueberries,07/10/2020,41
Blueberries,07/10/2020,31.125
Blueberries,07/10/2020,29.5
Blueberries,07/10/2020,37
Raspberries,07/10/2020,30.875
Raspberries,07/10/2020,25
Strawberries,07/10/2020,23.25
Strawberries,07/10/2020,31
Blackberries,07/09/2020,27.25
Blackberries,07/09/2020,19.125
Blueberries,07/09/2020,31.125
Blueberries,07/09/2020,41
Blueberries,07/09/2020,29.5
Blueberries,07/09/2020,37
Raspberries,07/09/2020,25
